"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","HHSAV","TOT","PC_HHDI","A","2019",3.11430458539319,
"NZL","HHSAV","TOT","PC_HHDI","A","2020",5.53689976193702,"E"
"NOR","HHSAV","TOT","PC_HHDI","A","1978",5.82912864417126,
"NOR","HHSAV","TOT","PC_HHDI","A","1979",1.71871786585187,
"NOR","HHSAV","TOT","PC_HHDI","A","1980",2.95394237444285,
"NOR","HHSAV","TOT","PC_HHDI","A","1981",5.32691437730728,
"NOR","HHSAV","TOT","PC_HHDI","A","1982",4.66069295698629,
"NOR","HHSAV","TOT","PC_HHDI","A","1983",4.46309606895864,
"NOR","HHSAV","TOT","PC_HHDI","A","1984",5.12595882945689,
"NOR","HHSAV","TOT","PC_HHDI","A","1985",-1.53701368224128,
"NOR","HHSAV","TOT","PC_HHDI","A","1986",-4.20499297254422,
"NOR","HHSAV","TOT","PC_HHDI","A","1987",-4.07049055872329,
"NOR","HHSAV","TOT","PC_HHDI","A","1988",-0.742336731183574,
"NOR","HHSAV","TOT","PC_HHDI","A","1989",1.4708255592393,
"NOR","HHSAV","TOT","PC_HHDI","A","1990",2.28465707483918,
"NOR","HHSAV","TOT","PC_HHDI","A","1991",2.85767238702051,
"NOR","HHSAV","TOT","PC_HHDI","A","1992",4.8247649858171,
"NOR","HHSAV","TOT","PC_HHDI","A","1993",5.89688687550599,
"NOR","HHSAV","TOT","PC_HHDI","A","1994",5.00960259376965,
"NOR","HHSAV","TOT","PC_HHDI","A","1995",4.34567118824471,
"NOR","HHSAV","TOT","PC_HHDI","A","1996",2.06044168328002,
"NOR","HHSAV","TOT","PC_HHDI","A","1997",2.63216287690019,
"NOR","HHSAV","TOT","PC_HHDI","A","1998",5.3104040637886,
"NOR","HHSAV","TOT","PC_HHDI","A","1999",4.28936243886252,
"NOR","HHSAV","TOT","PC_HHDI","A","2000",3.83063637579395,
"NOR","HHSAV","TOT","PC_HHDI","A","2001",2.59643808673373,
"NOR","HHSAV","TOT","PC_HHDI","A","2002",7.83654068328107,
"NOR","HHSAV","TOT","PC_HHDI","A","2003",8.33436454352862,
"NOR","HHSAV","TOT","PC_HHDI","A","2004",6.5377515895624,
"NOR","HHSAV","TOT","PC_HHDI","A","2005",9.32188197715161,
"NOR","HHSAV","TOT","PC_HHDI","A","2006",-0.888227842374338,
"NOR","HHSAV","TOT","PC_HHDI","A","2007",0.204670602021109,
"NOR","HHSAV","TOT","PC_HHDI","A","2008",2.85480495579619,
"NOR","HHSAV","TOT","PC_HHDI","A","2009",4.52183348812797,
"NOR","HHSAV","TOT","PC_HHDI","A","2010",3.73434540481236,
"NOR","HHSAV","TOT","PC_HHDI","A","2011",5.79433368134891,
"NOR","HHSAV","TOT","PC_HHDI","A","2012",6.89523107150742,
"NOR","HHSAV","TOT","PC_HHDI","A","2013",7.20282664261013,
"NOR","HHSAV","TOT","PC_HHDI","A","2014",7.72147456328203,
"NOR","HHSAV","TOT","PC_HHDI","A","2015",9.75361080716551,
"NOR","HHSAV","TOT","PC_HHDI","A","2016",6.8889674663092,
"NOR","HHSAV","TOT","PC_HHDI","A","2017",6.55606133433741,
"NOR","HHSAV","TOT","PC_HHDI","A","2018",5.906375772545,
"NOR","HHSAV","TOT","PC_HHDI","A","2019",7.04633846700844,
"NOR","HHSAV","TOT","PC_HHDI","A","2020",14.247355164304,
"NOR","HHSAV","TOT","PC_HHDI","A","2021",15.1413455858221,
"POL","HHSAV","TOT","PC_HHDI","A","1999",9.94649898753064,
"POL","HHSAV","TOT","PC_HHDI","A","2000",10.1531767342856,
"POL","HHSAV","TOT","PC_HHDI","A","2001",11.6555540587117,
"POL","HHSAV","TOT","PC_HHDI","A","2002",8.27014177774005,
"POL","HHSAV","TOT","PC_HHDI","A","2003",7.30236197945154,
"POL","HHSAV","TOT","PC_HHDI","A","2004",2.77956573631727,
"POL","HHSAV","TOT","PC_HHDI","A","2005",2.12530014049629,
"POL","HHSAV","TOT","PC_HHDI","A","2006",2.18909853372952,
"POL","HHSAV","TOT","PC_HHDI","A","2007",1.88202596812866,
"POL","HHSAV","TOT","PC_HHDI","A","2008",0.1011003125831,
"POL","HHSAV","TOT","PC_HHDI","A","2009",2.48182198511183,
"POL","HHSAV","TOT","PC_HHDI","A","2010",4.13478190716936,
"POL","HHSAV","TOT","PC_HHDI","A","2011",1.36875399499586,
"POL","HHSAV","TOT","PC_HHDI","A","2012",1.41418229906062,
"POL","HHSAV","TOT","PC_HHDI","A","2013",2.21526848421712,
"POL","HHSAV","TOT","PC_HHDI","A","2014",3.67988557272842,
"POL","HHSAV","TOT","PC_HHDI","A","2015",2.17229529477589,
"POL","HHSAV","TOT","PC_HHDI","A","2016",4.29632087529319,
"POL","HHSAV","TOT","PC_HHDI","A","2017",1.88724470263162,
"POL","HHSAV","TOT","PC_HHDI","A","2018",1.39299578398165,
"POL","HHSAV","TOT","PC_HHDI","A","2019",2.52317164599962,
"POL","HHSAV","TOT","PC_HHDI","A","2020",9.45781229766367,
"POL","HHSAV","TOT","PC_HHDI","A","2021",0.650756886314479,
"PRT","HHSAV","TOT","PC_HHDI","A","1995",7.55220129071784,
"PRT","HHSAV","TOT","PC_HHDI","A","1996",6.43319594980258,
"PRT","HHSAV","TOT","PC_HHDI","A","1997",6.16581974683623,
"PRT","HHSAV","TOT","PC_HHDI","A","1998",7.62501672646728,
"PRT","HHSAV","TOT","PC_HHDI","A","1999",7.18370345585347,
"PRT","HHSAV","TOT","PC_HHDI","A","2000",6.08353163473617,
"PRT","HHSAV","TOT","PC_HHDI","A","2001",6.38331816187255,
"PRT","HHSAV","TOT","PC_HHDI","A","2002",6.21946347963726,
"PRT","HHSAV","TOT","PC_HHDI","A","2003",5.61122172139326,
"PRT","HHSAV","TOT","PC_HHDI","A","2004",4.07102849512569,
"PRT","HHSAV","TOT","PC_HHDI","A","2005",2.76420371094835,
"PRT","HHSAV","TOT","PC_HHDI","A","2006",0.835053617769783,
"PRT","HHSAV","TOT","PC_HHDI","A","2007",-0.39922291804216,
"PRT","HHSAV","TOT","PC_HHDI","A","2008",-0.869490690387154,
"PRT","HHSAV","TOT","PC_HHDI","A","2009",4.06774259251874,
"PRT","HHSAV","TOT","PC_HHDI","A","2010",1.57231144372316,
"PRT","HHSAV","TOT","PC_HHDI","A","2011",0.607412319913274,
"PRT","HHSAV","TOT","PC_HHDI","A","2012",2.06846263787415,
"PRT","HHSAV","TOT","PC_HHDI","A","2013",1.64529912532667,
"PRT","HHSAV","TOT","PC_HHDI","A","2014",-1.41759032276979,
"PRT","HHSAV","TOT","PC_HHDI","A","2015",-1.19186938909014,
"PRT","HHSAV","TOT","PC_HHDI","A","2016",-1.30554464616626,
"PRT","HHSAV","TOT","PC_HHDI","A","2017",-2.24142170232875,
"PRT","HHSAV","TOT","PC_HHDI","A","2018",-2.46664133736181,
"PRT","HHSAV","TOT","PC_HHDI","A","2019",-2.17080711745552,
"PRT","HHSAV","TOT","PC_HHDI","A","2020",2.09825708907234,
"PRT","HHSAV","TOT","PC_HHDI","A","2021",-0.752287691938333,"E"
"SVK","HHSAV","TOT","PC_HHDI","A","1995",3.07621645483849,
"SVK","HHSAV","TOT","PC_HHDI","A","1996",6.81904302959188,
"SVK","HHSAV","TOT","PC_HHDI","A","1997",8.7105162731448,
"SVK","HHSAV","TOT","PC_HHDI","A","1998",6.86721203849819,
"SVK","HHSAV","TOT","PC_HHDI","A","1999",5.31394185233971,
"SVK","HHSAV","TOT","PC_HHDI","A","2000",4.57853205209339,
"SVK","HHSAV","TOT","PC_HHDI","A","2001",2.43734333421161,
"SVK","HHSAV","TOT","PC_HHDI","A","2002",1.55104549955876,
"SVK","HHSAV","TOT","PC_HHDI","A","2003",0.842879125089262,
"SVK","HHSAV","TOT","PC_HHDI","A","2004",0.356736569131661,
"SVK","HHSAV","TOT","PC_HHDI","A","2005",0.8148934425919,
"SVK","HHSAV","TOT","PC_HHDI","A","2006",0.308470739092077,
"SVK","HHSAV","TOT","PC_HHDI","A","2007",1.04528072334458,
"SVK","HHSAV","TOT","PC_HHDI","A","2008",0.236964287263504,
"SVK","HHSAV","TOT","PC_HHDI","A","2009",1.69081556895549,
"SVK","HHSAV","TOT","PC_HHDI","A","2010",3.19849229409838,
"SVK","HHSAV","TOT","PC_HHDI","A","2011",2.14754849918497,
"SVK","HHSAV","TOT","PC_HHDI","A","2012",1.28366930777996,
"SVK","HHSAV","TOT","PC_HHDI","A","2013",0.184586503302302,
"SVK","HHSAV","TOT","PC_HHDI","A","2014",0.802625738610017,
"SVK","HHSAV","TOT","PC_HHDI","A","2015",3.22636691938137,
"SVK","HHSAV","TOT","PC_HHDI","A","2016",3.32132856953084,
"SVK","HHSAV","TOT","PC_HHDI","A","2017",2.10983208417815,
"SVK","HHSAV","TOT","PC_HHDI","A","2018",4.67889649447625,
"SVK","HHSAV","TOT","PC_HHDI","A","2019",3.95813592358027,
"SVK","HHSAV","TOT","PC_HHDI","A","2020",5.62123085123115,
"SVK","HHSAV","TOT","PC_HHDI","A","2021",3.30733100365128,
"ESP","HHSAV","TOT","PC_HHDI","A","1995",4.89916276487337,
"ESP","HHSAV","TOT","PC_HHDI","A","1996",5.89917575688168,
"ESP","HHSAV","TOT","PC_HHDI","A","1997",6.95585666286728,
"ESP","HHSAV","TOT","PC_HHDI","A","1998",7.17657032065289,
"ESP","HHSAV","TOT","PC_HHDI","A","1999",6.17961793537136,
"ESP","HHSAV","TOT","PC_HHDI","A","2000",6.59963291038225,
"ESP","HHSAV","TOT","PC_HHDI","A","2001",6.44997140451133,
"ESP","HHSAV","TOT","PC_HHDI","A","2002",6.08309650750405,
"ESP","HHSAV","TOT","PC_HHDI","A","2003",7.07961593678393,
"ESP","HHSAV","TOT","PC_HHDI","A","2004",5.07049732138624,
"ESP","HHSAV","TOT","PC_HHDI","A","2005",4.26515099004182,
"ESP","HHSAV","TOT","PC_HHDI","A","2006",2.36010600861404,
"ESP","HHSAV","TOT","PC_HHDI","A","2007",0.772101258446608,
"ESP","HHSAV","TOT","PC_HHDI","A","2008",3.07682484082243,
"ESP","HHSAV","TOT","PC_HHDI","A","2009",6.9458626572178,
"ESP","HHSAV","TOT","PC_HHDI","A","2010",5.06468932062502,
"ESP","HHSAV","TOT","PC_HHDI","A","2011",5.90750549806244,
"ESP","HHSAV","TOT","PC_HHDI","A","2012",2.22401715488304,
"ESP","HHSAV","TOT","PC_HHDI","A","2013",3.98149034625818,
"ESP","HHSAV","TOT","PC_HHDI","A","2014",2.27614189881049,
"ESP","HHSAV","TOT","PC_HHDI","A","2015",3.1700230622558,
"ESP","HHSAV","TOT","PC_HHDI","A","2016",2.97293333014033,
"ESP","HHSAV","TOT","PC_HHDI","A","2017",1.64594967002683,
"ESP","HHSAV","TOT","PC_HHDI","A","2018",1.39629168610855,
"ESP","HHSAV","TOT","PC_HHDI","A","2019",4.10522275487033,
"ESP","HHSAV","TOT","PC_HHDI","A","2020",13.739640299938,
"ESP","HHSAV","TOT","PC_HHDI","A","2021",9.56239848745475,
"SWE","HHSAV","TOT","PC_HHDI","A","1995",4.86800454200262,
"SWE","HHSAV","TOT","PC_HHDI","A","1996",2.76230975364973,
"SWE","HHSAV","TOT","PC_HHDI","A","1997",-1.07773951625771,
"SWE","HHSAV","TOT","PC_HHDI","A","1998",-1.1564061964868,
"SWE","HHSAV","TOT","PC_HHDI","A","1999",-0.983125499870456,
"SWE","HHSAV","TOT","PC_HHDI","A","2000",0.422216304928584,
"SWE","HHSAV","TOT","PC_HHDI","A","2001",4.80867057301452,
"SWE","HHSAV","TOT","PC_HHDI","A","2002",5.15316850277837,
"SWE","HHSAV","TOT","PC_HHDI","A","2003",4.649656449315,
"SWE","HHSAV","TOT","PC_HHDI","A","2004",3.3157444223344,
"SWE","HHSAV","TOT","PC_HHDI","A","2005",2.86277382968892,
"SWE","HHSAV","TOT","PC_HHDI","A","2006",5.01063178581784,
"SWE","HHSAV","TOT","PC_HHDI","A","2007",7.71589486471317,
"SWE","HHSAV","TOT","PC_HHDI","A","2008",9.46751263071319,
"SWE","HHSAV","TOT","PC_HHDI","A","2009",8.85867604746909,
"SWE","HHSAV","TOT","PC_HHDI","A","2010",9.8018615775939,
"SWE","HHSAV","TOT","PC_HHDI","A","2011",10.7168162341962,
"SWE","HHSAV","TOT","PC_HHDI","A","2012",13.1721826585409,
"SWE","HHSAV","TOT","PC_HHDI","A","2013",13.4200605678355,
"SWE","HHSAV","TOT","PC_HHDI","A","2014",13.8376469666273,
"SWE","HHSAV","TOT","PC_HHDI","A","2015",11.9980745730595,
"SWE","HHSAV","TOT","PC_HHDI","A","2016",13.3599453267323,
"SWE","HHSAV","TOT","PC_HHDI","A","2017",12.0940159747504,
"SWE","HHSAV","TOT","PC_HHDI","A","2018",13.585534226145,
"SWE","HHSAV","TOT","PC_HHDI","A","2019",15.6552521607326,
"SWE","HHSAV","TOT","PC_HHDI","A","2020",17.0354659847773,
"SWE","HHSAV","TOT","PC_HHDI","A","2021",15.4558074474924,
"CHE","HHSAV","TOT","PC_HHDI","A","1995",12.8998870492437,
"CHE","HHSAV","TOT","PC_HHDI","A","1996",11.5979464614078,
"CHE","HHSAV","TOT","PC_HHDI","A","1997",13.9839605943685,
"CHE","HHSAV","TOT","PC_HHDI","A","1998",13.3691572406789,
"CHE","HHSAV","TOT","PC_HHDI","A","1999",14.755857279043,
"CHE","HHSAV","TOT","PC_HHDI","A","2000",14.5558348705993,
"CHE","HHSAV","TOT","PC_HHDI","A","2001",14.9749813436966,
"CHE","HHSAV","TOT","PC_HHDI","A","2002",14.2828262319291,
"CHE","HHSAV","TOT","PC_HHDI","A","2003",13.344046716141,
"CHE","HHSAV","TOT","PC_HHDI","A","2004",12.9480297515102,
"CHE","HHSAV","TOT","PC_HHDI","A","2005",14.2005563001247,
"CHE","HHSAV","TOT","PC_HHDI","A","2006",15.8207191820229,
"CHE","HHSAV","TOT","PC_HHDI","A","2007",17.7660097190622,
"CHE","HHSAV","TOT","PC_HHDI","A","2008",17.1220571252387,
"CHE","HHSAV","TOT","PC_HHDI","A","2009",16.8614812709582,
"CHE","HHSAV","TOT","PC_HHDI","A","2010",17.0691544309441,
"CHE","HHSAV","TOT","PC_HHDI","A","2011",17.0112824030798,
"CHE","HHSAV","TOT","PC_HHDI","A","2012",17.1177809528695,
"CHE","HHSAV","TOT","PC_HHDI","A","2013",17.5049462187495,
"CHE","HHSAV","TOT","PC_HHDI","A","2014",18.6350891355231,
"CHE","HHSAV","TOT","PC_HHDI","A","2015",17.7864866385662,
"CHE","HHSAV","TOT","PC_HHDI","A","2016",17.2662360878317,
"CHE","HHSAV","TOT","PC_HHDI","A","2017",16.3578059079247,
"CHE","HHSAV","TOT","PC_HHDI","A","2018",15.861183194229,
"CHE","HHSAV","TOT","PC_HHDI","A","2019",17.3070606830441,
"CHE","HHSAV","TOT","PC_HHDI","A","2020",22.4513309498602,"E"
"CHE","HHSAV","TOT","PC_HHDI","A","2021",21.8669034029374,"E"
"GBR","HHSAV","TOT","PC_HHDI","A","1995",10.0858848590075,
"GBR","HHSAV","TOT","PC_HHDI","A","1996",8.95768115580164,
"GBR","HHSAV","TOT","PC_HHDI","A","1997",6.33290537036234,
"GBR","HHSAV","TOT","PC_HHDI","A","1998",3.16893008361397,
"GBR","HHSAV","TOT","PC_HHDI","A","1999",1.91221680734214,
"GBR","HHSAV","TOT","PC_HHDI","A","2000",3.98318130401518,
"GBR","HHSAV","TOT","PC_HHDI","A","2001",3.84111376852789,
"GBR","HHSAV","TOT","PC_HHDI","A","2002",3.64187512870549,
"GBR","HHSAV","TOT","PC_HHDI","A","2003",2.35541951575733,
"GBR","HHSAV","TOT","PC_HHDI","A","2004",2.62347385213147,
"GBR","HHSAV","TOT","PC_HHDI","A","2005",2.16862336269098,
"GBR","HHSAV","TOT","PC_HHDI","A","2006",2.58613452128371,
"GBR","HHSAV","TOT","PC_HHDI","A","2007",3.79463719133,
"GBR","HHSAV","TOT","PC_HHDI","A","2008",2.82815818308217,
"GBR","HHSAV","TOT","PC_HHDI","A","2009",5.56888044751468,
"GBR","HHSAV","TOT","PC_HHDI","A","2010",6.77963188763419,
"GBR","HHSAV","TOT","PC_HHDI","A","2011",4.03356858064261,
"GBR","HHSAV","TOT","PC_HHDI","A","2012",3.11961369945923,
"GBR","HHSAV","TOT","PC_HHDI","A","2013",2.7812867461784,
"GBR","HHSAV","TOT","PC_HHDI","A","2014",1.7301690884188,
"GBR","HHSAV","TOT","PC_HHDI","A","2015",4.21960599663274,
"GBR","HHSAV","TOT","PC_HHDI","A","2016",0.560620008630819,
"GBR","HHSAV","TOT","PC_HHDI","A","2017",-0.70832222445232,
"GBR","HHSAV","TOT","PC_HHDI","A","2018",-0.836097301264111,
"GBR","HHSAV","TOT","PC_HHDI","A","2019",-0.657540642819897,
"GBR","HHSAV","TOT","PC_HHDI","A","2020",10.2190559402031,
"GBR","HHSAV","TOT","PC_HHDI","A","2021",6.91060127920231,
"USA","HHSAV","TOT","PC_HHDI","A","1970",13.1111903069122,
"USA","HHSAV","TOT","PC_HHDI","A","1971",13.7861756250125,
"USA","HHSAV","TOT","PC_HHDI","A","1972",12.6780689546293,
"USA","HHSAV","TOT","PC_HHDI","A","1973",13.7825487446915,
"USA","HHSAV","TOT","PC_HHDI","A","1974",13.588925649352,
"USA","HHSAV","TOT","PC_HHDI","A","1975",13.7309986303475,
"USA","HHSAV","TOT","PC_HHDI","A","1976",11.8569749728771,
"USA","HHSAV","TOT","PC_HHDI","A","1977",10.9057634641403,
"USA","HHSAV","TOT","PC_HHDI","A","1978",10.9597924618742,
"USA","HHSAV","TOT","PC_HHDI","A","1979",10.5395041180513,
"USA","HHSAV","TOT","PC_HHDI","A","1980",11.3470699824654,
"USA","HHSAV","TOT","PC_HHDI","A","1981",12.0698455881309,
"USA","HHSAV","TOT","PC_HHDI","A","1982",12.405173260168,
"USA","HHSAV","TOT","PC_HHDI","A","1983",10.3711726918842,
"USA","HHSAV","TOT","PC_HHDI","A","1984",11.7031087037457,
"USA","HHSAV","TOT","PC_HHDI","A","1985",9.50475465045598,
"USA","HHSAV","TOT","PC_HHDI","A","1986",9.14741619024057,
"USA","HHSAV","TOT","PC_HHDI","A","1987",8.21628453167177,
"USA","HHSAV","TOT","PC_HHDI","A","1988",8.77932000332824,
"USA","HHSAV","TOT","PC_HHDI","A","1989",8.68014393579899,
"USA","HHSAV","TOT","PC_HHDI","A","1990",8.65974158447973,
"USA","HHSAV","TOT","PC_HHDI","A","1991",9.12485358420481,
"USA","HHSAV","TOT","PC_HHDI","A","1992",9.75766614545771,
"USA","HHSAV","TOT","PC_HHDI","A","1993",8.19988167981981,
"USA","HHSAV","TOT","PC_HHDI","A","1994",7.14716462132461,
"USA","HHSAV","TOT","PC_HHDI","A","1995",7.23519825547431,
"USA","HHSAV","TOT","PC_HHDI","A","1996",6.79362010393128,
"USA","HHSAV","TOT","PC_HHDI","A","1997",6.58466165319367,
"USA","HHSAV","TOT","PC_HHDI","A","1998",7.06113661640694,
"USA","HHSAV","TOT","PC_HHDI","A","1999",5.19074518000135,
"USA","HHSAV","TOT","PC_HHDI","A","2000",4.93692008204525,
"USA","HHSAV","TOT","PC_HHDI","A","2001",5.13399192390168,
"USA","HHSAV","TOT","PC_HHDI","A","2002",5.92068481889222,
"USA","HHSAV","TOT","PC_HHDI","A","2003",5.57073159901986,
"USA","HHSAV","TOT","PC_HHDI","A","2004",5.13331739765886,
"USA","HHSAV","TOT","PC_HHDI","A","2005",2.96559030650522,
"USA","HHSAV","TOT","PC_HHDI","A","2006",3.72205123858535,
"USA","HHSAV","TOT","PC_HHDI","A","2007",3.49197604206721,
"USA","HHSAV","TOT","PC_HHDI","A","2008",4.76954669754714,
"USA","HHSAV","TOT","PC_HHDI","A","2009",6.07420138752618,
"USA","HHSAV","TOT","PC_HHDI","A","2010",6.46618978176681,
"USA","HHSAV","TOT","PC_HHDI","A","2011",7.00576253845557,
"USA","HHSAV","TOT","PC_HHDI","A","2012",8.85339445208754,
"USA","HHSAV","TOT","PC_HHDI","A","2013",6.31511563964384,
"USA","HHSAV","TOT","PC_HHDI","A","2014",7.28493535942211,
"USA","HHSAV","TOT","PC_HHDI","A","2015",7.78193509097298,
"USA","HHSAV","TOT","PC_HHDI","A","2016",7.22044406846336,
"USA","HHSAV","TOT","PC_HHDI","A","2017",7.50495148785087,
"USA","HHSAV","TOT","PC_HHDI","A","2018",7.82418552006409,
"USA","HHSAV","TOT","PC_HHDI","A","2019",9.1331340730444,
"USA","HHSAV","TOT","PC_HHDI","A","2020",17.4903585421113,
"USA","HHSAV","TOT","PC_HHDI","A","2021",12.3629039180629,
"CHL","HHSAV","TOT","PC_HHDI","A","2003",14.6917334015159,
"CHL","HHSAV","TOT","PC_HHDI","A","2004",12.7085881307382,
"CHL","HHSAV","TOT","PC_HHDI","A","2005",11.4267979322216,
"CHL","HHSAV","TOT","PC_HHDI","A","2006",12.663436612897,
"CHL","HHSAV","TOT","PC_HHDI","A","2007",9.06162854036799,
"CHL","HHSAV","TOT","PC_HHDI","A","2008",10.9081471718196,
"CHL","HHSAV","TOT","PC_HHDI","A","2009",11.6612366804442,
"CHL","HHSAV","TOT","PC_HHDI","A","2010",9.40395965258791,
"CHL","HHSAV","TOT","PC_HHDI","A","2011",9.89843788658875,
"CHL","HHSAV","TOT","PC_HHDI","A","2012",12.6442112377372,
"CHL","HHSAV","TOT","PC_HHDI","A","2013",12.2629652754634,
"CHL","HHSAV","TOT","PC_HHDI","A","2014",11.6550929459661,
"CHL","HHSAV","TOT","PC_HHDI","A","2015",9.77996240860758,
"CHL","HHSAV","TOT","PC_HHDI","A","2016",10.4392916490629,
"CHL","HHSAV","TOT","PC_HHDI","A","2017",8.86427204805667,
"CHL","HHSAV","TOT","PC_HHDI","A","2018",8.91362351718989,
"CHL","HHSAV","TOT","PC_HHDI","A","2019",11.6135260243613,
"CHL","HHSAV","TOT","PC_HHDI","A","2020",11.7558278907823,
"EST","HHSAV","TOT","PC_HHDI","A","1995",12.4870097905158,
"EST","HHSAV","TOT","PC_HHDI","A","1996",5.47477613263587,
"EST","HHSAV","TOT","PC_HHDI","A","1997",-1.0441675241035,
"EST","HHSAV","TOT","PC_HHDI","A","1998",-1.26634834959518,
"EST","HHSAV","TOT","PC_HHDI","A","1999",-1.50370914923478,
"EST","HHSAV","TOT","PC_HHDI","A","2000",0,
"EST","HHSAV","TOT","PC_HHDI","A","2001",-2.21379549763666,
"EST","HHSAV","TOT","PC_HHDI","A","2002",-10.4682563945786,
"EST","HHSAV","TOT","PC_HHDI","A","2003",-9.70084888102047,
"EST","HHSAV","TOT","PC_HHDI","A","2004",-11.2228562045893,
"EST","HHSAV","TOT","PC_HHDI","A","2005",-9.19023250048696,
"EST","HHSAV","TOT","PC_HHDI","A","2006",-8.10413079628567,
"EST","HHSAV","TOT","PC_HHDI","A","2007",-7.18552419907967,
"EST","HHSAV","TOT","PC_HHDI","A","2008",2.87026784050169,
"EST","HHSAV","TOT","PC_HHDI","A","2009",7.38174222877503,
"EST","HHSAV","TOT","PC_HHDI","A","2010",3.45646009518694,
"EST","HHSAV","TOT","PC_HHDI","A","2011",4.40634659913995,
"EST","HHSAV","TOT","PC_HHDI","A","2012",0.701605071633551,
"EST","HHSAV","TOT","PC_HHDI","A","2013",2.59036747772104,
"EST","HHSAV","TOT","PC_HHDI","A","2014",4.23887919241474,
"EST","HHSAV","TOT","PC_HHDI","A","2015",5.85712763690603,
"EST","HHSAV","TOT","PC_HHDI","A","2016",6.24308929468923,
"EST","HHSAV","TOT","PC_HHDI","A","2017",7.57173302035396,
"EST","HHSAV","TOT","PC_HHDI","A","2018",8.44100945483239,
"EST","HHSAV","TOT","PC_HHDI","A","2019",7.75737023029693,
"EST","HHSAV","TOT","PC_HHDI","A","2020",10.5470387840671,
"EST","HHSAV","TOT","PC_HHDI","A","2021",6.47829551702197,
"RUS","HHSAV","TOT","PC_HHDI","A","2011",3.74302693707246,
"RUS","HHSAV","TOT","PC_HHDI","A","2012",3.54421435841007,
"RUS","HHSAV","TOT","PC_HHDI","A","2013",3.97592241821016,
"RUS","HHSAV","TOT","PC_HHDI","A","2014",4.14866424179391,
"RUS","HHSAV","TOT","PC_HHDI","A","2015",9.20605213646241,
"RUS","HHSAV","TOT","PC_HHDI","A","2016",9.51221496409863,
"RUS","HHSAV","TOT","PC_HHDI","A","2017",8.7126447863131,
"RUS","HHSAV","TOT","PC_HHDI","A","2018",5.20374929457421,
"RUS","HHSAV","TOT","PC_HHDI","A","2019",4.33133428208762,
"SVN","HHSAV","TOT","PC_HHDI","A","1995",4.55291083972368,
"SVN","HHSAV","TOT","PC_HHDI","A","1996",4.77585343958865,
"SVN","HHSAV","TOT","PC_HHDI","A","1997",7.37940897428108,
"SVN","HHSAV","TOT","PC_HHDI","A","1998",6.26541681924642,
"SVN","HHSAV","TOT","PC_HHDI","A","1999",3.53645155155009,
"SVN","HHSAV","TOT","PC_HHDI","A","2000",7.38308193838287,
"SVN","HHSAV","TOT","PC_HHDI","A","2001",9.03862611086371,
"SVN","HHSAV","TOT","PC_HHDI","A","2002",9.75758700877416,
"SVN","HHSAV","TOT","PC_HHDI","A","2003",7.14303140517883,
"SVN","HHSAV","TOT","PC_HHDI","A","2004",7.64743985060232,
"SVN","HHSAV","TOT","PC_HHDI","A","2005",10.04969895852,
"SVN","HHSAV","TOT","PC_HHDI","A","2006",11.3109635379615,
"SVN","HHSAV","TOT","PC_HHDI","A","2007",9.50399273890569,
"SVN","HHSAV","TOT","PC_HHDI","A","2008",9.16302535199375,
"SVN","HHSAV","TOT","PC_HHDI","A","2009",6.5666081726623,
"SVN","HHSAV","TOT","PC_HHDI","A","2010",5.05567960828781,
"SVN","HHSAV","TOT","PC_HHDI","A","2011",3.64822135296296,
"SVN","HHSAV","TOT","PC_HHDI","A","2012",0.80249945738471,
"SVN","HHSAV","TOT","PC_HHDI","A","2013",3.04826012831186,
"SVN","HHSAV","TOT","PC_HHDI","A","2014",3.1384956154024,
"SVN","HHSAV","TOT","PC_HHDI","A","2015",3.60150085121122,
"SVN","HHSAV","TOT","PC_HHDI","A","2016",3.80622700199885,
"SVN","HHSAV","TOT","PC_HHDI","A","2017",5.36960584505235,
"SVN","HHSAV","TOT","PC_HHDI","A","2018",6.271849283261,
"SVN","HHSAV","TOT","PC_HHDI","A","2019",6.12512401388218,
"SVN","HHSAV","TOT","PC_HHDI","A","2020",16.3344857650708,
"SVN","HHSAV","TOT","PC_HHDI","A","2021",12.1144377884555,
"ZAF","HHSAV","TOT","PC_HHDI","A","1995",2.51769609032173,
"ZAF","HHSAV","TOT","PC_HHDI","A","1996",2.16962233047746,
"ZAF","HHSAV","TOT","PC_HHDI","A","1997",3.5857272465469,
"ZAF","HHSAV","TOT","PC_HHDI","A","1998",2.65406121632408,
"ZAF","HHSAV","TOT","PC_HHDI","A","1999",2.23163899207723,
"ZAF","HHSAV","TOT","PC_HHDI","A","2000",1.94814576451505,
"ZAF","HHSAV","TOT","PC_HHDI","A","2001",1.4184269635983,
"ZAF","HHSAV","TOT","PC_HHDI","A","2002",1.57120373363773,
"ZAF","HHSAV","TOT","PC_HHDI","A","2003",1.05502393523928,
"ZAF","HHSAV","TOT","PC_HHDI","A","2004",0.920046116186326,
"ZAF","HHSAV","TOT","PC_HHDI","A","2005",0.494941372024891,
"ZAF","HHSAV","TOT","PC_HHDI","A","2006",-1.74284671820058,
"ZAF","HHSAV","TOT","PC_HHDI","A","2007",-2.26747482138619,
"ZAF","HHSAV","TOT","PC_HHDI","A","2008",-1.07652781213833,
